ECON4A,ECON4B,HHINCOME,EDUCATION,AGE7,SU_ID
1,1,8,6,5,27704378
1,2,6,5,2,27707792
4,5,3,3,7,27709464
1,1,8,3,5,27710326
2,2,9,4,3,27710465
5,5,4,3,7,27710977
4,4,3,3,5,27712352
3,3,1,5,2,27713528
1,1,3,1,2,27714205
3,3,6,5,4,27715896
1,1,8,7,2,27721231
5,5,7,4,7,27722051
1,1,9,5,4,27722431
5,5,6,4,7,27726388
5,5,6,3,6,27733530
1,3,4,2,1,27736107
5,5,2,3,5,27736654
1,1,9,5,3,27742740
2,1,2,2,5,27745670
1,1,9,7,6,27746605
5,5,8,6,6,27747547
5,5,4,5,5,27748882
1,4,7,5,5,27752191
1,1,7,3,3,27753038
1,1,8,6,3,27753463
5,5,3,2,6,27755802
5,5,6,2,6,27756243
1,1,8,5,6,27758316
1,1,7,5,2,27758441
1,1,6,4,5,27758613
1,1,9,6,4,27758659
5,5,6,3,7,27758915
1,1,9,7,3,27761686
5,5,3,5,5,27762603
5,5,6,5,6,27764545
5,5,3,3,7,27764903
4,5,8,2,7,27766375
1,1,7,4,5,27767763
2,2,2,6,2,27771760
5,4,9,6,4,27772519
1,1,8,7,2,27776448
4,4,3,4,4,27777167
1,1,7,5,4,27777896
1,1,5,5,2,27781945
2,2,5,4,2,27785117
5,5,6,5,6,27790935
5,3,3,3,6,27791943
1,1,9,7,5,27792986
5,5,7,6,7,27793145
2,2,6,5,3,27794295
1,1,9,5,3,27799188
4,4,4,4,6,27803734
5,5,6,7,6,27806835
4,1,1,2,1,27808400
1,1,7,5,6,27810844
5,5,6,6,7,27811541
3,3,2,2,2,27811875
4,3,5,3,6,27813458
1,1,7,4,4,27818378
5,5,3,7,6,27823477
4,4,6,5,2,27824270
1,2,6,7,4,27825800
1,1,9,6,3,27830554
5,5,1,2,6,27834494
3,3,5,3,4,27836265
2,2,3,3,3,27841540
3,3,8,6,5,27843383
5,5,4,5,7,27843890
1,2,9,5,4,27845234
5,5,6,5,6,27846868
1,1,6,5,4,27847672
1,1,2,5,1,27848648
5,3,7,5,3,27849261
2,2,7,5,5,27851257
2,2,6,5,4,27853500
2,1,9,6,6,27854787
5,5,7,5,5,27854880
3,2,6,5,5,27859399
1,3,7,3,1,27860352
4,3,1,3,3,27861098
4,3,3,6,6,27861529
5,5,3,2,7,27861894
5,5,3,2,7,27865129
5,5,3,5,7,27870797
1,1,6,4,5,27872425
1,1,9,7,4,27874483
5,5,3,4,4,27878390
1,1,7,6,2,27881300
4,4,1,4,7,27881483
5,5,6,7,6,27885645
5,5,3,3,4,27888655
5,5,7,5,7,27888935
1,1,9,5,5,27892256
3,3,1,2,6,27892878
1,1,9,5,3,27894052
1,1,8,5,2,27896069
5,5,5,5,7,27897386
4,3,6,7,6,27900004
1,1,9,5,3,27900900
2,2,6,5,2,27901679
1,1,9,5,2,27902268
5,5,3,2,6,27903563
1,1,9,7,5,27908033
1,1,8,5,3,27909547
1,1,6,3,4,27910194
1,1,3,4,4,27914658
1,1,6,5,4,27914949
2,2,5,5,2,27917286
2,2,3,5,1,27920066
5,5,8,6,6,27922922
2,3,4,6,5,27924024
5,5,2,4,7,27926816
5,5,7,6,6,27927163
1,1,9,6,4,27933006
5,5,1,2,6,27935869
2,3,2,1,6,27940237
5,5,8,3,4,27940365
2,2,4,2,4,27941792
5,4,3,7,2,27942203
3,3,8,4,3,27942214
2,4,2,1,2,27942257
5,5,4,3,6,27942592
3,3,9,5,3,27947126
1,1,7,6,4,27951264
2,2,8,7,2,27960186
1,1,7,3,2,27960267
1,1,1,3,4,27962664
4,3,9,2,1,27962667
1,1,5,3,6,27964614
1,1,9,5,5,27966795
1,1,6,6,7,27969448
1,1,8,5,5,27972904
5,1,4,5,2,27974316
5,5,6,5,7,27977941
1,1,7,3,4,27980115
2,2,1,3,5,27980974
5,5,4,1,3,27983583
2,2,6,5,3,27984516
1,1,7,6,4,27985804
3,2,6,3,2,27988161
1,1,6,6,6,27988328
1,2,5,6,3,27992577
2,2,4,2,5,27993718
3,2,1,1,2,27994613
5,5,8,5,7,27995173
1,1,2,3,4,27996349
5,5,6,6,6,27997275
3,3,6,3,2,28000330
5,5,7,4,6,28000970
1,1,6,6,2,28002542
5,5,1,4,2,28004048
2,3,8,4,5,28005552
1,1,8,6,2,28008914
5,5,1,1,6,28009652
3,2,8,3,5,28010045
5,5,1,2,6,28010580
1,1,7,6,3,28010591
3,3,1,2,5,28011330
5,5,1,2,6,28018475
1,2,6,6,5,28025347
5,5,6,5,7,28026240
1,1,4,5,4,28027148
2,2,4,2,4,28028578
5,5,7,5,5,28031524
2,2,1,1,1,28032366
1,1,2,6,5,28032984
3,1,7,5,2,28033370
1,1,7,4,5,28033518
1,1,7,4,1,28036076
5,5,1,2,6,28036363
1,1,9,6,2,28036377
5,3,6,5,2,28037972
1,1,6,6,2,28040792
1,1,9,7,6,28041651
3,3,1,6,2,28043317
1,1,8,7,2,28043404
5,5,5,6,6,28043881
1,1,6,3,1,28045652
5,5,6,3,6,28048593
5,5,3,3,6,28049407
5,5,3,5,6,28051700
5,3,1,7,5,28053119
5,5,7,3,5,28053597
4,4,5,4,6,28056438
1,3,2,3,5,28063643
1,1,4,2,2,28064381
1,1,8,5,4,28066534
5,5,6,1,7,28068297
3,2,6,4,6,28070558
1,2,7,6,4,28074610
1,1,6,2,5,28075466
1,1,9,6,3,28077092
5,5,6,3,2,28086601
5,4,1,2,2,28087413
2,2,8,7,3,28088282
4,4,8,5,5,28088285
1,1,9,5,5,28089099
5,5,8,5,6,28089659
2,2,8,4,4,28089750
3,2,5,3,3,28090826
1,1,9,5,4,28090898
3,3,1,1,1,28092648
1,1,8,3,5,28096086
1,1,1,2,2,28098571
5,3,7,5,3,28099239
3,3,6,5,6,28100195
5,5,9,3,7,28100803
5,5,8,4,6,28103246
3,1,5,3,6,28103671
1,1,1,2,1,28106124
1,1,6,6,2,28107259
1,1,7,3,3,28109223
1,1,9,5,3,28115195
3,3,7,2,4,28116940
1,1,6,6,5,28117632
4,4,7,5,4,28118453
1,1,7,7,2,28120188
2,2,9,3,2,28124808
5,5,5,5,5,28124989
1,1,4,5,5,28134319
5,5,7,4,3,28137844
1,1,6,5,6,28142747
5,5,5,2,2,28142978
5,5,9,4,4,28147327
1,1,8,5,4,28149677
1,1,4,5,2,28150747
5,5,6,3,7,28151055
5,5,8,4,3,28158659
3,2,7,4,5,28161594
2,2,8,3,2,28165029
5,1,3,5,3,28168230
1,1,8,5,2,28168892
5,5,8,5,6,28170656
1,1,6,4,3,28172422
5,5,6,7,7,28174693
1,1,8,6,5,28178400
1,1,5,3,2,28179263
5,5,5,5,7,28179793
1,1,7,5,2,28181114
1,1,8,5,5,28185096
1,1,9,7,5,28186419
1,1,4,5,1,28190695
4,3,1,5,5,28193373
4,4,7,6,5,28193724
1,1,8,7,4,28200249
1,2,9,5,5,28204479
5,5,8,5,5,28206503
1,1,6,6,3,28208425
3,3,2,4,4,28214757
1,1,1,2,2,28215252
1,1,4,5,6,28216201
1,1,9,5,6,28217322
4,4,3,3,6,28218074
1,1,3,3,5,28221033
1,1,9,6,5,28223853
2,2,7,4,4,28224829
3,3,1,2,5,28225291
5,4,2,5,4,28226794
4,4,7,5,2,28226990
1,1,3,2,1,28235603
2,3,5,7,3,28236874
1,1,7,6,3,28239104
2,1,7,6,6,28240996
1,3,6,2,5,28241118
1,1,7,2,6,28242229
1,1,4,4,3,28242946
2,2,6,3,2,28244125
4,4,7,6,7,28244771
1,1,7,6,3,28245098
1,1,3,6,2,28245576
5,5,5,3,6,28245781
5,5,6,6,6,28252712
5,5,3,4,7,28254490
5,5,6,7,5,28257190
3,1,8,5,3,28262831
1,1,8,5,3,28263547
2,2,2,2,2,28264201
2,3,6,3,5,28264248
1,1,7,4,6,28264535
1,1,7,6,3,28266194
2,1,2,5,2,28266827
5,3,7,5,5,28267495
1,1,9,6,5,28268394
5,5,7,6,7,28268807
4,4,1,5,5,28269248
1,2,8,7,2,28270921
3,3,5,3,1,28272239
5,5,2,3,4,28272721
1,1,8,6,4,28274331
5,5,7,5,6,28276648
5,5,9,3,6,28277280
1,1,8,7,2,28277443
1,1,8,6,4,28278883
1,2,8,6,2,28279398
5,5,4,3,1,28279582
1,1,2,3,5,28279984
3,1,3,3,4,28280026
2,1,7,2,5,28280399
5,5,7,5,5,28281048
3,2,9,3,5,28283249
2,2,4,4,5,28284419
5,5,6,4,6,28291677
5,3,9,7,4,28291870
1,1,9,6,3,28291877
2,2,7,5,3,28292747
5,5,4,5,6,28292861
5,5,8,5,3,28293403
5,5,7,5,6,28296648
1,1,9,6,5,28297090
1,1,6,7,6,28298298
1,1,4,2,6,28302331
5,5,3,2,6,28302607
2,2,4,5,1,28304297
2,3,9,7,4,28305996
4,2,4,3,6,28306736
5,5,9,6,7,28311482
2,1,2,2,1,28314650
5,5,8,3,6,28314751
3,3,3,5,7,28317706
5,5,3,3,6,28317708
3,3,3,6,3,28320070
5,5,3,5,6,28322800
1,1,7,7,3,28328250
1,1,7,5,2,28335467
1,1,4,5,6,28336887
2,2,9,6,5,28338703
3,3,1,3,3,28339049
4,4,2,4,5,28341556
5,3,8,2,3,28348085
5,5,3,5,6,28349790
1,1,8,5,1,28349897
1,1,9,7,6,28351510
5,5,7,3,6,28352465
5,5,8,4,5,28354571
3,3,4,2,7,28356326
5,5,3,5,4,28357198
2,1,7,4,1,28361069
3,3,2,6,7,28361593
1,1,5,3,5,28362938
1,1,9,5,6,28363460
1,1,5,3,4,28365141
1,1,8,5,4,28369191
4,3,5,5,6,28370779
5,5,3,3,7,28371003
5,5,6,6,7,28375310
5,3,7,6,6,28375378
4,3,7,6,3,28376524
3,2,2,2,5,28377463
5,5,8,6,6,28379975
1,1,7,6,4,28385406
1,1,8,3,2,28389358
1,1,7,5,6,28394023
2,2,4,2,3,28397346
3,3,1,3,2,28399067
1,2,1,2,2,28400064
3,1,7,6,4,28402515
5,5,7,5,6,28404385
2,2,8,5,3,28415356
3,3,6,2,1,28418212
1,1,3,3,1,28420746
4,2,1,3,3,28420756
1,1,8,5,2,28421283
5,5,8,7,7,28424742
1,1,7,5,2,28426009
4,3,6,3,2,28427251
5,5,8,5,6,28430272
1,1,6,6,3,28432782
5,5,8,5,6,28433432
1,1,5,3,5,28436344
5,5,6,3,5,28437276
4,3,5,3,3,28439215
1,1,8,3,5,28439641
5,5,7,5,6,28441868
1,1,2,5,5,28446223
1,2,7,7,4,28447238
5,5,6,7,7,28447932
1,1,8,4,3,28449224
1,2,3,2,2,28450495
1,1,4,4,1,28451037
1,2,7,2,4,28452400
5,5,7,7,5,28460697
5,5,2,5,5,28461146
5,5,9,5,6,28464920
5,5,9,7,6,28474004
5,5,1,2,7,28475227
1,1,8,6,7,28476243
1,1,7,7,4,28482004
5,5,7,3,6,28482924
1,1,6,6,6,28483241
5,5,9,5,4,28488776
5,5,1,5,5,28489191
1,1,6,5,3,28489456
1,1,1,5,2,28490055
5,5,2,3,5,28492636
1,1,2,3,4,28495165
5,3,6,6,6,28497603
2,2,3,5,5,28501493
1,1,6,3,4,28501753
2,2,9,6,2,28502524
1,1,6,6,4,28504727
5,5,8,5,6,28506370
4,3,5,4,5,28506490
1,1,9,5,5,28506760
5,5,4,7,6,28509410
4,4,5,4,5,28511553
1,1,7,5,5,28514112
4,3,6,2,2,28520651
1,1,5,5,4,28522358
1,1,8,5,3,28525790
1,1,8,5,5,28527861
3,2,7,5,4,28529672
2,1,6,5,3,28530306
4,3,9,5,3,28531688
5,5,9,7,6,28534386
3,3,8,5,2,28536984
4,4,9,6,6,28540756
1,1,7,2,5,28540925
3,3,6,6,1,28541759
2,3,8,6,5,28549159
4,3,9,5,5,28556529
1,1,6,6,3,28556815
2,2,6,6,3,28558317
1,1,6,6,2,28560772
5,5,1,3,6,28562049
5,5,9,6,6,28565485
1,1,3,5,1,28565581
5,5,4,2,6,28566779
2,2,8,5,3,28567411
1,2,7,6,2,28568792
1,1,6,3,4,28581380
2,2,7,5,4,28583050
5,5,8,2,5,28583954
1,2,8,5,2,28585707
2,2,8,7,4,28588528
1,1,7,5,4,28589816
1,1,3,5,3,28592274
1,1,7,6,4,28592925
1,1,4,2,6,28593570
5,5,6,4,6,28597946
1,1,5,3,4,28598560
1,1,3,6,6,28599241
4,4,6,4,3,28600631
3,3,8,5,2,28602453
5,5,7,6,6,28603691
4,3,7,4,1,28603788
1,1,7,5,4,28612685
5,5,6,5,5,28620334
2,2,5,4,6,28627653
2,2,8,6,3,28628816
1,1,9,3,5,28630064
3,1,1,3,1,28631567
1,1,4,3,1,28632750
3,1,8,4,5,28633543
4,2,8,6,2,28633602
2,4,6,5,1,28639483
5,5,1,2,2,28639568
5,5,4,6,6,28641949
2,2,2,7,2,28642644
5,4,1,3,2,28646106
1,1,7,6,3,28647062
5,5,6,5,6,28647164
3,3,9,5,5,28648105
3,2,6,5,3,28648787
5,5,5,2,6,28653620
5,5,1,5,6,28658439
1,1,1,1,2,28662321
5,5,8,6,5,28664704
1,1,7,5,3,28668028
5,4,7,5,5,28669242
4,4,9,5,3,28671806
3,4,2,3,6,28673029
3,2,3,2,1,28674055
1,1,3,5,5,28678536
5,5,5,4,6,28682764
5,5,5,2,6,28682905
2,3,5,5,3,28684074
1,1,4,5,4,28685659
1,1,9,7,6,28685840
1,1,6,5,3,28692028
2,2,7,5,2,28692103
5,5,2,1,7,28694634
2,2,9,3,3,28697371
1,1,7,5,4,28697972
3,3,3,5,5,28698327
1,1,9,7,4,28704983
5,5,5,3,7,28706151
4,3,5,6,5,28707833
1,1,7,5,6,28717035
5,5,7,6,6,28717857
1,1,8,6,1,28718178
4,4,2,1,2,28725313
5,5,6,3,5,28726646
2,2,8,6,4,28728046
1,1,9,6,5,28728140
5,5,2,4,7,28736579
1,1,8,7,3,28736857
1,1,6,4,2,28750882
2,2,6,2,4,28753221
2,3,6,5,2,28755020
4,4,8,6,5,28756066
1,2,8,4,2,28756355
5,5,7,5,5,28759988
5,5,5,5,7,28761483
4,4,7,5,5,28767722
3,2,9,6,4,28770170
5,5,5,4,7,28772636
2,3,9,5,4,28772672
1,1,9,5,4,28775545
2,2,1,3,4,28776963
1,1,9,6,3,28779893
4,3,2,4,5,28780318
5,5,8,4,5,28780556
1,1,7,6,2,28780791
1,1,8,6,4,28781979
3,2,5,3,3,28782438
5,5,9,7,5,28782688
1,1,7,5,2,28784689
5,4,5,4,4,28784730
1,1,7,6,2,28788638
3,3,8,5,5,28791004
5,5,4,5,6,28792439
1,1,7,6,2,28793053
1,1,6,6,2,28793211
1,1,8,3,5,28796963
5,5,8,4,4,28797688
1,1,3,1,5,28797908
4,3,9,6,3,28797980
1,1,3,5,5,28799359
1,1,8,5,3,28800599
5,1,6,6,7,28806823
3,3,6,5,4,28810835
3,2,2,3,4,28811645
4,3,4,2,4,28812232
5,5,2,2,6,28812633
5,5,1,2,2,28812833
1,1,9,6,4,28814454
1,1,9,5,5,28816569
1,2,6,6,4,28817509
1,1,9,5,3,28819385
1,1,9,6,2,28821180
1,1,7,6,3,28821373
3,2,2,3,3,28823066
1,1,9,7,6,28825089
2,1,3,2,1,28828276
1,1,9,6,4,28829567
3,3,3,2,6,28830955
3,3,2,5,4,28836606
1,1,9,6,3,28837258
1,1,7,5,3,28838400
2,2,6,5,4,28840652
2,3,3,4,7,28840754
3,1,7,3,1,28841302
5,5,8,6,6,28841515
2,3,6,3,3,28844170
5,5,6,5,6,28846345
2,2,8,5,1,28847051
1,1,6,3,4,28847950
4,5,4,2,5,28849882
1,1,6,2,4,28851273
2,1,9,5,4,28854508
2,2,5,2,3,28855032
5,5,1,2,6,28856358
4,4,4,3,6,28858262
5,4,3,6,6,28858407
1,1,9,7,5,28860487
5,5,4,4,6,28861998
5,5,1,1,5,28863444
1,1,8,6,4,28866889
5,4,1,1,1,28867314
1,1,7,5,2,28874065
1,1,7,5,5,28875190
5,5,3,3,5,28876009
3,4,1,2,1,28880482
1,1,8,5,2,28882635
3,3,1,1,2,28883005
3,2,1,2,1,28885246
5,1,8,6,4,28890422
3,3,9,6,6,28893598
1,1,8,5,4,28895845
1,1,9,6,3,28901405
5,5,9,7,6,28902272
1,1,7,6,6,28903827
4,4,7,6,7,28905622
5,5,7,3,6,28906013
1,1,5,5,4,28907188
2,2,3,3,3,28907593
2,3,5,5,2,28908638
1,1,8,7,4,28909081
3,3,7,4,4,28911812
4,3,3,3,6,28912395
1,1,5,5,5,28913484
2,2,9,5,5,28915528
5,5,8,7,7,28916696
4,3,9,6,4,28916831
1,1,9,7,4,28917195
5,5,6,6,6,28919093
3,3,4,3,2,28919536
1,1,4,3,1,28924502
1,1,8,5,2,28925256
5,5,8,6,5,28927183
5,5,1,3,6,28928228
3,3,3,5,4,28932127
1,1,3,3,5,28934052
2,2,5,5,4,28935043
3,2,7,1,3,28938759
1,1,8,6,5,28941311
5,5,4,3,6,28944607
5,5,3,3,7,28944828
2,3,6,6,2,28946025
4,4,6,5,2,28946800
4,3,1,2,2,28947011
5,5,3,2,7,28947202
1,1,9,5,2,28951573
1,1,6,3,5,28953925
1,1,4,2,5,28955267
2,3,9,6,5,28957603
5,5,3,3,7,28958251
1,1,6,4,1,28960649
4,3,3,6,2,28961255
3,3,8,6,3,28962475
1,1,8,6,3,28965427
5,5,4,5,6,28967173
2,2,2,2,1,28969586
3,2,3,5,3,28970676
5,4,3,5,4,28971211
5,5,7,5,3,28972058
5,5,4,3,6,28976726
5,5,2,5,7,28977211
2,2,6,5,3,28979130
1,1,9,7,4,28985406
5,5,9,6,6,28986490
1,1,5,5,4,28989420
1,1,6,5,2,28990766
2,2,6,5,3,28991581
2,2,1,5,2,28993483
5,5,7,5,6,28994786
5,5,6,6,6,28994980
4,4,1,1,3,28995127
1,1,1,2,6,28997053
5,5,1,1,1,28999445
2,2,2,4,4,29001619
2,2,6,3,3,29004607
3,3,4,6,3,29004913
1,1,9,5,3,29006676
3,3,7,6,4,29008656
1,1,7,6,2,29010209
5,5,7,7,7,29013379
2,2,6,6,2,29013431
1,1,5,5,3,29016293
1,1,8,4,4,29017660
5,5,2,1,6,29018018
1,1,8,7,4,29018902
1,1,8,6,2,29019785
5,5,6,5,6,29020063
1,1,8,3,4,29023307
3,2,6,7,4,29023969
5,5,8,3,5,29026206
5,5,1,3,6,29029359
1,1,9,6,2,29029947
1,1,3,3,3,29034352
3,2,5,5,6,29040543
4,3,8,6,4,29040835
2,1,6,5,4,29040836
1,1,7,6,2,29042018
1,1,3,5,2,29043077
2,2,8,5,6,29044509
2,2,8,6,3,29045378
1,1,8,5,4,29046160
5,5,8,6,7,29048168
1,1,6,4,5,29049278
2,2,4,5,5,29052175
4,3,1,2,4,29054602
1,1,8,3,4,29057929
1,1,9,5,2,29058725
1,1,9,7,7,29062511
1,1,9,7,3,29062869
2,2,6,3,5,29063466
1,3,6,6,3,29066151
1,1,6,7,4,29075601
1,1,7,5,4,29077208
2,1,6,7,3,29080246
1,1,7,5,5,29081541
5,5,8,6,6,29082687
1,1,7,5,3,29084736
2,2,3,4,4,29085841
4,4,5,4,5,29089159
5,5,6,7,7,29090302
1,1,6,3,5,29092139
5,5,4,4,7,29094137
3,5,8,3,1,29094242
2,3,7,5,3,29095953
4,3,7,4,5,29098005
3,3,3,5,1,29098784
5,5,8,3,6,29098977
1,2,9,7,4,29100280
5,4,3,3,5,29101784
1,1,4,7,5,29102233
2,3,8,6,3,29103027
1,1,7,6,3,29104819
4,5,2,1,5,29106317
1,1,9,7,5,29107732
4,2,6,6,5,29110023
4,4,5,6,5,29114839
1,1,5,5,2,29118827
5,5,6,7,7,29118963
5,5,3,3,3,29119142
5,4,2,4,1,29121774
3,3,9,7,4,29121985
4,4,9,5,6,29122136
1,1,6,3,5,29123544
1,1,8,5,3,29125279
5,5,6,4,6,29127875
5,5,4,6,7,29132693
2,2,3,6,5,29135105
5,5,7,5,7,29135421
4,3,6,5,6,29138019
1,1,8,5,4,29138336
5,5,8,6,7,29142462
4,4,8,4,4,29150874
5,5,9,2,4,29154057
4,4,3,4,5,29158246
3,2,8,4,4,29160311
1,1,7,5,1,29161118
1,1,9,5,3,29162815
5,5,4,5,6,29164023
4,4,7,3,6,29171981
1,1,9,7,6,29172942
5,5,6,3,6,29175298
2,4,1,2,2,29176510
5,5,9,6,6,29176553
5,5,2,3,5,29182885
3,2,3,7,5,29184920
5,5,2,2,5,29186319
5,5,5,4,7,29188323
2,2,3,3,2,29189948
5,5,9,5,4,29192907
1,1,9,7,4,29194677
1,1,7,6,2,29195680
5,5,3,6,2,29196630
4,5,5,7,6,29197262
5,5,6,6,2,29197275
1,1,6,6,4,29198601
1,1,9,6,5,29201808
5,5,7,5,6,29204811
1,1,9,3,2,29205548
1,1,9,3,1,29205711
1,2,5,4,4,29206966
1,1,6,5,3,29207525
2,2,6,6,2,29208501
4,4,4,2,2,29209717
4,3,3,3,1,29213704
5,5,2,2,5,29214853
3,3,5,5,3,29214957
1,1,1,7,5,29215766
5,5,4,2,6,29215854
5,1,5,4,5,29216649
5,5,3,2,7,29216811
5,5,1,2,7,29218374
1,1,8,5,4,29219185
2,2,8,6,3,29219494
2,5,8,5,2,29224142
5,5,8,3,3,29224533
1,1,8,4,5,29226250
2,1,4,4,7,29227503
1,1,7,6,4,29228492
1,1,4,5,6,29233292
2,2,8,3,4,29234018
5,5,2,3,6,29238536
3,2,8,6,4,29240745
1,1,3,2,1,29241061
4,4,2,2,2,29244183
4,3,9,7,6,29245553
1,1,5,4,1,29250769
5,5,7,6,6,29251638
5,5,1,2,4,29255110
5,5,7,5,6,29256932
3,3,1,3,2,29259143
1,1,6,6,2,29260572
1,1,8,5,5,29262331
4,3,3,7,6,29266924
1,1,3,6,2,29268711
2,2,3,2,6,29268873
1,1,9,5,4,29268927
5,5,8,5,6,29274440
3,3,2,7,5,29277611
5,5,6,3,6,29278829
5,5,3,6,4,29279498
5,5,6,2,6,29280144
1,1,9,6,5,29281560
2,2,5,4,3,29282445
1,1,4,3,3,29283550
5,5,6,4,6,29288471
3,2,4,3,4,29288604
3,3,5,5,6,29288675
1,1,1,1,2,29289820
1,1,7,7,3,29289870
5,5,6,2,6,29291897
5,5,5,6,7,29292327
1,1,6,5,5,29293298
2,2,4,3,5,29294617
1,1,7,6,5,29296651
1,1,9,7,6,29296811
5,5,4,3,7,29297521
1,1,6,7,5,29300294
5,5,7,6,6,29300435
5,5,4,5,5,29301461
1,1,2,2,2,29302879
2,2,6,7,3,29306574
3,2,2,4,1,29311848
5,5,7,2,7,29312433
5,5,2,2,4,29321807
1,1,7,5,2,29322315
3,2,7,3,4,29324475
5,3,9,5,1,29324491
1,1,1,2,5,29324617
5,5,1,3,6,29329054
1,1,6,3,3,29329363
1,2,8,6,3,29331306
5,5,4,5,6,29335304
5,5,7,6,6,29337398
4,1,2,6,5,29337844
1,1,7,5,2,29339637
3,3,4,6,2,29340269
5,5,5,5,7,29341873
1,1,8,3,4,29347241
1,1,5,2,3,29348071
5,5,6,5,6,29348884
1,1,7,2,5,29348990
4,4,1,1,1,29351263
1,2,7,5,5,29353765
5,5,3,4,7,29354247
1,1,7,5,3,29354330
5,4,3,3,6,29354371
2,3,7,7,2,29355307
4,3,3,6,6,29357201
5,5,9,5,6,29359674
5,5,7,2,5,29359978
4,4,6,5,4,29361139
5,5,6,6,6,29362360
4,3,2,3,6,29363725
5,5,8,3,6,29368032
5,5,9,4,6,29369139
2,1,5,7,6,29369317
5,5,1,1,4,29369596
2,1,1,5,1,29370847
1,1,7,4,1,29372162
2,2,6,6,6,29372430
1,1,6,5,2,29372944
1,2,5,4,2,29376819
1,1,4,2,3,29378177
1,1,7,6,3,29378949
1,1,2,2,3,29382573
5,4,2,3,6,29387235
1,1,6,4,4,29391018
1,1,8,3,6,29398508
3,3,5,5,2,29400325
3,3,8,5,4,29401228
5,5,3,5,7,29401251
5,3,3,3,6,29402228
5,5,4,3,7,29408168
2,2,8,6,5,29408215
5,3,3,4,6,29410287
5,5,2,1,4,29411933
1,1,8,6,6,29412851
5,5,5,3,7,29413821
2,2,8,6,4,29414466
2,2,3,6,3,29415169
5,3,7,6,7,29416696
1,1,6,6,5,29418289
1,1,8,5,4,29419524
5,5,6,5,7,29425133
5,4,4,6,6,29425740
5,5,2,1,4,29431611
3,3,7,5,4,29436257
5,5,7,5,6,29437671
2,2,5,3,5,29437760
5,3,3,3,6,29437788
5,5,7,7,6,29438994
4,2,2,1,1,29444853
5,5,4,4,5,29446526
5,3,6,3,1,29449788
5,5,9,5,6,29451339
1,1,7,7,5,29455976
2,2,2,2,5,29458194
1,2,7,6,2,29458337
5,5,6,6,7,29462055
1,1,4,4,2,29468025
5,4,3,5,6,29472024
5,3,3,2,3,29472817
2,2,8,6,5,29473912
1,1,8,2,2,29474576
3,3,2,5,5,29475589
5,5,3,4,6,29477631
3,3,7,2,4,29480521
2,2,7,5,2,29483162
1,1,5,3,3,29483738
5,5,9,5,3,29486517
5,5,7,5,7,29486877
5,5,7,2,7,29488414
3,3,6,3,2,29488787
3,3,2,4,5,29488858
1,1,9,4,5,29490544
1,1,7,4,4,29490775
1,1,7,6,5,29491693
1,1,9,5,6,29492712
1,1,7,7,5,29493772
5,4,1,3,4,29494227
1,1,6,2,4,29501297
5,3,8,5,5,29502024
1,1,7,6,5,29503225
2,2,5,3,3,29506061
1,1,9,5,5,29508466
1,1,9,5,3,29508537
3,3,8,5,3,29513349
3,2,3,4,4,29519909
5,5,8,5,7,29520530
5,5,8,7,7,29521028
1,2,9,7,4,29521791
1,1,8,6,4,29525202
5,4,9,3,1,29527832
5,5,6,2,6,29529242
2,2,9,6,4,29530603
5,5,3,3,4,29532748
3,3,7,5,6,29533598
2,1,7,3,5,29533606
1,1,6,5,3,29537266
5,5,7,6,6,29538762
5,5,1,2,5,29538956
1,1,9,4,3,29541508
5,3,7,7,7,29544058
1,1,7,5,1,29545518
1,1,1,3,4,29546322
5,5,9,4,6,29546529
1,1,4,1,2,29547671
5,5,4,2,6,29547889
3,1,6,5,1,29551485
2,2,1,6,5,29552132
5,5,6,5,7,29554767
1,1,7,6,6,29557979
1,1,6,5,5,29558687
3,4,3,2,6,29561842
4,2,5,3,1,29565563
2,2,5,6,2,29566618
1,1,2,5,3,29567692
4,2,3,2,1,29570549
1,2,3,4,3,29576642
2,2,6,2,6,29577821
2,2,4,3,6,29580131
4,3,3,5,1,29582462
5,5,1,3,2,29582646
1,1,7,5,6,29583303
1,1,3,5,2,29585388
3,3,8,4,5,29585542
3,3,2,6,2,29587144
1,1,6,5,2,29587205
4,4,8,3,6,29589116
1,1,4,3,5,29590096
5,5,7,5,5,29591567
1,1,5,2,5,29594131
4,3,1,2,2,29596905
1,1,4,2,3,29601029
1,1,5,3,3,29601431
1,2,9,6,6,29602804
5,5,9,6,3,29607204
1,1,6,4,4,29610995
1,1,6,5,7,29611184
1,1,7,6,6,29613002
1,1,6,6,4,29613520
1,1,9,5,2,29614260
2,2,9,5,5,29614375
2,2,9,5,3,29615242
2,1,1,7,2,29623321
1,1,7,5,4,29626178
1,1,5,4,6,29626345
5,5,2,7,4,29627801
1,1,8,2,5,29631073
5,2,2,1,2,29636094
5,5,7,6,7,29637130
3,3,1,3,1,29638315
5,5,5,6,6,29645116
1,1,8,5,4,29648628
5,5,3,3,6,29650684
4,3,7,3,4,29654376
5,3,2,2,4,29654551
2,2,6,3,1,29654952
5,5,2,3,6,29655348
2,2,6,3,5,29655898
4,4,6,5,5,29656085
1,1,8,6,3,29656239
2,3,2,5,1,29658025
4,4,1,2,6,29662547
1,2,8,6,3,29663602
4,3,4,5,6,29665024
3,3,8,5,2,29666450
5,4,5,5,7,29666457
1,1,7,5,4,29666689
5,5,1,3,6,29670597
