AGE7,SU_ID,ECON6A_2,ECON6C_2,ECON5A_B2,GENDER2,RACETH2,P_DENSE2,question
5,20620063,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,20621913,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_8
4,20622403,Applied,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_2, ECON7_7"
6,20627664,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,20631223,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
6,20632079,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_SKP
4,20633945,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
5,20634976,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
2,20635095,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,20641193,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,20642512,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,20643288,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,20643399,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
5,20653740,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,20656853,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,20657863,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
3,20658235,Applied,Did not apply,Often true,Male,"White, non-Hispanic",Urban,ECON7_8
2,20658391,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,20660691,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_8
6,20662185,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,20663438,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
4,20665693,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
6,20666383,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
1,20667712,Received,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_8
1,20667934,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_8
4,20669020,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
3,20672782,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
7,20673964,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,20676062,Received,Tried to apply,Sometimes true,Female,Hispanic,Urban,"ECON7_2, ECON7_5, ECON7_7"
1,20676163,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
6,20676192,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,20676725,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,20679454,Did not apply,Did not apply,Often true,Male,"Black, non-Hispanic",Urban,ECON7_8
2,20680187,Received,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,20683027,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,20683918,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,20686479,Received,Did not apply,Never true,Female,Hispanic,Urban,ECON7_5
6,20687588,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
3,20688295,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,20689692,Applied,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
7,20690696,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,20691600,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_1
5,20691957,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
1,20692190,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
6,20693443,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2"
2,20695896,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,20698905,Did not apply,Did not apply,Never true,Female,Hispanic,Suburban,"ECON7_3, ECON7_5, ECON7_7"
4,20700643,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
1,20702215,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,20703835,Applied,Tried to apply,Often true,Male,"White, non-Hispanic",Urban,ECON7_8
6,20703903,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Rural,"ECON7_2, ECON7_3"
7,20704389,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,20706574,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
5,20710527,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
1,20712629,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
6,20714314,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
3,20714785,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_7
5,20718603,Did not apply,Did not apply,Often true,Male,"White, non-Hispanic",Suburban,ECON7_8
2,20725594,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,20725807,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
3,20726891,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,20728719,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
5,20731381,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
7,20732255,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_3, ECON7_5, ECON7_6"
1,20733091,Received,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_4, ECON7_5"
6,20735824,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,20740372,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,20743489,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,20744752,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,20749442,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,20752096,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_8
3,20752792,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,20753333,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
3,20754354,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_8
6,20757888,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,20763426,Received,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,ECON7_8
3,20763798,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_7"
7,20765705,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,20767413,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,20769740,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_5, ECON7_7"
1,20774949,Tried to apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_3, ECON7_5, ECON7_6, ECON7_7"
5,20775298,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_3, ECON7_5"
5,20778033,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,20781534,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_7"
4,20784971,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
3,20788123,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,20792807,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
3,20794297,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,20795869,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
7,20797573,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
2,20799362,Did not apply,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Suburban,"ECON7_3, ECON7_7"
5,20801151,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,ECON7_8
2,20804058,Received,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
2,20806106,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_2, ECON7_3"
3,20813384,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_8
5,20814639,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
6,20817447,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,20818287,Applied,Received,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
5,20818662,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,20819511,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,20821631,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,20827000,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_1
4,20832509,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,20832738,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,20839700,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,20840775,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
3,20841750,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Urban,ECON7_8
7,20842438,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,20843359,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
6,20843849,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_5
3,20849308,Did not apply,Received,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
2,20852440,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,20852588,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_2
6,20852943,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,20853148,Did not apply,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,ECON7_8
3,20858175,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
4,20860787,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
2,20861297,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,20862164,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,20863568,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,20864676,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
6,20865396,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_2
5,20867686,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,20867931,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,20869782,Applied,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_5
2,20870401,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,20878459,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,20878647,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,20884376,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,20884670,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
5,20887883,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
4,20889276,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,20890384,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
5,20899929,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,20901390,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,20903044,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
5,20904735,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
5,20905095,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
6,20905110,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,20906825,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,20912579,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,20914039,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,20919465,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,20923574,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_5, ECON7_7"
2,20924090,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,20925319,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,20925632,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,20929000,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,20936330,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
4,20936618,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,20938000,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,20938596,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,20939363,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_1
1,20942024,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_1
5,20943645,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,20946005,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
3,20949130,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
6,20950363,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
5,20953135,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,20953137,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,20955132,Applied,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,20956225,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,20956277,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Rural,ECON7_2
6,20957815,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,20962455,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,20967178,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_2
7,20968987,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,20973420,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,20974043,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,20974231,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,20981047,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
3,20981973,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,20983779,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_5, ECON7_6"
5,20985450,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,20985699,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
2,20989294,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_8
5,20994578,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,20995258,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
7,20995559,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
5,20997436,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
4,20997796,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,21001521,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
3,21004971,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
7,21007841,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,21010047,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,21011886,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,21018325,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,21021669,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3"
7,21023575,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,21024763,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
6,21027624,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,21031630,Received,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_2
6,21036639,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,21037715,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_3"
6,21039763,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_2
1,21040757,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
6,21041369,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,21043572,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
